NúmeroDoPedido;CódigoDoCliente;CódigoDoFuncionário;DataDoPedido;DataDeEntrega;DataDeEntrega;DataDeEnvio;Via;Frete;NomeDoDestinatário;EndereçoDoDestinatário;CidadeDeDestino;RegiãoDeDestino;CEPdeDestino;PaísDeDestino
10909;SANTG;1;21/02/2018;21/03/2018;16/03/2038;05/03/2018;2;53,05;Santé Gourmet;Erling Skakkes gate 78;Stavern;;4110;Noruega
10910;WILMK;1;21/02/2018;21/03/2018;16/03/2038;27/02/2018;3;38,11;Wilman Kala;Keskuskatu 45;Helsinki;;21240;Finlândia
10911;GODOS;3;21/02/2018;21/03/2018;16/03/2038;28/02/2018;1;38,19;Godos Cocina Típica;C/ Romero, 33;Sevilla;;41101;Espanha
10912;HUNGO;2;21/02/2018;21/03/2018;16/03/2038;13/03/2018;2;580,91;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Irlanda
10913;QUEEN;4;21/02/2018;21/03/2018;16/03/2038;27/02/2018;1;33,05;Queen Cozinha;Alameda dos Canàrios, 891;São Paulo;SP;05487-020;Brasil
10914;QUEEN;6;22/02/2018;22/03/2018;17/03/2038;25/02/2018;1;21,19;Queen Cozinha;Alameda dos Canàrios, 891;São Paulo;SP;05487-020;Brasil
10915;TORTU;2;22/02/2018;22/03/2018;17/03/2038;25/02/2018;2;3,51;Tortuga Restaurante;Avda. Azteca 123;México D.F.;;05033;México
10916;RANCH;1;22/02/2018;22/03/2018;17/03/2038;04/03/2018;2;63,77;Rancho grande;Av. del Libertador 900;Buenos Aires;;1010;Argentina
10917;ROMEY;4;25/02/2018;25/03/2018;20/03/2038;06/03/2018;2;8,29;Romero y tomillo;Gran Vía, 1;Madrid;;28001;Espanha
10918;BOTTM;3;25/02/2018;25/03/2018;20/03/2038;06/03/2018;3;48,83;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canadá
10919;LINOD;2;25/02/2018;25/03/2018;20/03/2038;27/02/2018;2;19,80;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
10920;AROUT;4;26/02/2018;26/03/2018;21/03/2038;04/03/2018;2;29,61;Around the Horn;"Brook Farm
Stratford St. Mary";Colchester;Essex;CO7 6JX;Reino Unido
10921;VAFFE;1;26/02/2018;09/04/2018;04/04/2038;04/03/2018;1;176,48;Vaffeljernet;Smagsløget 45;Århus;;8200;Dinamarca
10922;HANAR;5;26/02/2018;26/03/2018;21/03/2038;28/02/2018;3;62,74;Hanari Carnes;Rua do Paço, 67;Rio de Janeiro;RJ;05454-876;Brasil
10923;LAMAI;7;26/02/2018;09/04/2018;04/04/2038;08/03/2018;3;68,26;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;França
10924;BERGS;3;27/02/2018;27/03/2018;22/03/2038;03/04/2018;2;151,52;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Suécia
10925;HANAR;3;27/02/2018;27/03/2018;22/03/2038;08/03/2018;1;2,27;Hanari Carnes;Rua do Paço, 67;Rio de Janeiro;RJ;05454-876;Brasil
10926;ANATR;4;27/02/2018;27/03/2018;22/03/2038;06/03/2018;3;39,92;Ana Trujillo Emparedados y helados;Avda. de la Constitución 2222;México D.F.;;05021;México
10927;LACOR;4;28/02/2018;28/03/2018;23/03/2038;03/04/2018;1;19,79;La corne d'abondance;67, avenue de l'Europe;Versailles;;78000;França
10928;GALED;1;28/02/2018;28/03/2018;23/03/2038;13/03/2018;1;1,36;Galería del gastronómo;Rambla de Cataluña, 23;Barcelona;;8022;Espanha
10929;FRANK;6;28/02/2018;28/03/2018;23/03/2038;07/03/2018;1;33,93;Frankenversand;Berliner Platz 43;München;;80805;Alemanha
10930;SUPRD;4;01/03/2018;12/04/2018;07/04/2038;13/03/2018;3;15,55;Suprêmes délices;Boulevard Tirou, 255;Charleroi;;B-6000;Bélgica
10931;RICSU;4;01/03/2018;15/03/2018;10/03/2038;14/03/2018;2;13,60;Richter Supermarkt;Starenweg 5;Genève;;1204;Suíça
10932;BONAP;8;01/03/2018;29/03/2018;24/03/2038;19/03/2018;1;134,64;Bon app';12, rue des Bouchers;Marseille;;13008;França
10933;ISLAT;6;01/03/2018;29/03/2018;24/03/2038;11/03/2018;3;54,15;Island Trading;"Garden House
Crowther Way";Cowes;Isle of Wight;PO31 7PJ;Reino Unido
10934;LEHMS;3;04/03/2018;01/04/2018;27/03/2038;07/03/2018;3;32,01;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Alemanha
10935;WELLI;4;04/03/2018;01/04/2018;27/03/2038;13/03/2018;3;47,59;Wellington Importadora;Rua do Mercado, 12;Resende;SP;08737-363;Brasil
10936;GREAL;3;04/03/2018;01/04/2018;27/03/2038;13/03/2018;2;33,68;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;EUA
10937;CACTU;7;05/03/2018;19/03/2018;14/03/2038;08/03/2018;3;31,51;Cactus Comidas para llevar;Cerrito 333;Buenos Aires;;1010;Argentina
10938;QUICK;3;05/03/2018;02/04/2018;28/03/2038;11/03/2018;2;31,89;QUICK-Stop;Taucherstraße 10;Cunewalde;;01307;Alemanha
10939;MAGAA;2;05/03/2018;02/04/2018;28/03/2038;08/03/2018;2;76,33;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;;24100;Itália
10940;BONAP;8;06/03/2018;03/04/2018;29/03/2038;18/03/2018;3;19,77;Bon app';12, rue des Bouchers;Marseille;;13008;França
10941;SAVEA;7;06/03/2018;03/04/2018;29/03/2038;15/03/2018;2;400,81;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;EUA
10942;REGGC;9;06/03/2018;03/04/2018;29/03/2038;13/03/2018;3;17,95;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Itália
10943;BSBEV;4;06/03/2018;03/04/2018;29/03/2038;14/03/2018;2;2,17;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;Reino Unido
10944;BOTTM;6;07/03/2018;21/03/2018;16/03/2038;08/03/2018;3;52,92;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canadá
10945;MORGK;4;07/03/2018;04/04/2018;30/03/2038;13/03/2018;1;10,22;Morgenstern Gesundkost;Heerstr. 22;Leipzig;;04179;Alemanha
10946;VAFFE;1;07/03/2018;04/04/2018;30/03/2038;14/03/2018;2;27,20;Vaffeljernet;Smagsløget 45;Århus;;8200;Dinamarca
10947;BSBEV;3;08/03/2018;05/04/2018;31/03/2038;11/03/2018;2;3,26;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;Reino Unido
10948;GODOS;3;08/03/2018;05/04/2018;31/03/2038;14/03/2018;3;23,39;Godos Cocina Típica;C/ Romero, 33;Sevilla;;41101;Espanha
10949;BOTTM;2;08/03/2018;05/04/2018;31/03/2038;12/03/2018;3;74,44;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canadá
10950;MAGAA;1;11/03/2018;08/04/2018;03/04/2038;18/03/2018;2;2,50;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;;24100;Itália
10951;RICSU;9;11/03/2018;22/04/2018;17/04/2038;02/04/2018;2;30,85;Richter Supermarkt;Starenweg 5;Genève;;1204;Suíça
10952;ALFKI;1;11/03/2018;22/04/2018;17/04/2038;19/03/2018;1;40,42;Alfreds Futterkiste;Obere Str. 57;Berlin;;12209;Alemanha
10953;AROUT;9;11/03/2018;25/03/2018;20/03/2038;20/03/2018;2;23,72;Around the Horn;"Brook Farm
Stratford St. Mary";Colchester;Essex;CO7 6JX;Reino Unido
10954;LINOD;5;12/03/2018;23/04/2018;18/04/2038;15/03/2018;1;27,91;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
10955;FOLKO;8;12/03/2018;09/04/2018;04/04/2038;15/03/2018;2;3,26;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Suécia
10956;BLAUS;6;12/03/2018;23/04/2018;18/04/2038;15/03/2018;2;44,65;Blauer See Delikatessen;Forsterstr. 57;Mannheim;;68306;Alemanha
10957;HILAA;8;13/03/2018;10/04/2018;05/04/2038;22/03/2018;3;105,36;HILARIÓN-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
10958;OCEAN;7;13/03/2018;10/04/2018;05/04/2038;22/03/2018;2;49,56;Océano Atlántico Ltda.;"Ing. Gustavo Moncada 8585
Piso 20-A";Buenos Aires;;1010;Argentina
10959;GOURL;6;13/03/2018;24/04/2018;19/04/2038;18/03/2018;2;4,98;Gourmet Lanchonetes;Av. Brasil, 442;Campinas;SP;04876-786;Brasil
10960;HILAA;3;14/03/2018;28/03/2018;23/03/2038;03/04/2018;1;2,08;HILARIÓN-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
10961;QUEEN;8;14/03/2018;11/04/2018;06/04/2038;25/03/2018;1;104,47;Queen Cozinha;Alameda dos Canàrios, 891;São Paulo;SP;05487-020;Brasil
10962;QUICK;8;14/03/2018;11/04/2018;06/04/2038;18/03/2018;2;275,79;QUICK-Stop;Taucherstraße 10;Cunewalde;;01307;Alemanha
10963;FURIB;9;14/03/2018;11/04/2018;06/04/2038;21/03/2018;3;2,70;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal
10964;SPECD;3;15/03/2018;12/04/2018;07/04/2038;19/03/2018;2;87,38;Spécialités du monde;25, rue Lauriston;Paris;;75016;França
10965;OLDWO;6;15/03/2018;12/04/2018;07/04/2038;25/03/2018;3;144,38;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;EUA
10966;CHOPS;4;15/03/2018;12/04/2018;07/04/2038;03/04/2018;1;27,19;Chop-suey Chinese;Hauptstr. 31;Bern;;3012;Suíça
10967;TOMSP;2;18/03/2018;15/04/2018;10/04/2038;28/03/2018;2;62,22;Toms Spezialitäten;Luisenstr. 48;Münster;;44087;Alemanha
10968;ERNSH;1;18/03/2018;15/04/2018;10/04/2038;27/03/2018;3;74,60;Ernst Handel;Kirchgasse 6;Graz;;8010;Áustria
10969;COMMI;1;18/03/2018;15/04/2018;10/04/2038;25/03/2018;2;0,21;Comércio Mineiro;Av. dos Lusíadas, 23;São Paulo;SP;05432-043;Brasil
10970;BOLID;9;19/03/2018;02/04/2018;28/03/2038;19/04/2018;1;16,16;Bólido Comidas preparadas;C/ Araquil, 67;Madrid;;28023;Espanha
10971;FRANR;2;19/03/2018;16/04/2018;11/04/2038;28/03/2018;2;121,82;France restauration;54, rue Royale;Nantes;;44000;França
10972;LACOR;4;19/03/2018;16/04/2018;11/04/2038;21/03/2018;2;0,02;La corne d'abondance;67, avenue de l'Europe;Versailles;;78000;França
10973;LACOR;6;19/03/2018;16/04/2018;11/04/2038;22/03/2018;2;15,17;La corne d'abondance;67, avenue de l'Europe;Versailles;;78000;França
10974;SPLIR;3;20/03/2018;03/04/2018;29/03/2038;29/03/2018;3;12,96;Split Rail Beer & Ale;P.O. Box 555;Lander;WY;82520;EUA
10975;BOTTM;1;20/03/2018;17/04/2018;12/04/2038;22/03/2018;3;32,27;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canadá
10976;HILAA;1;20/03/2018;01/05/2018;26/04/2038;29/03/2018;1;37,97;HILARIÓN-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
10977;FOLKO;8;21/03/2018;18/04/2018;13/04/2038;05/04/2018;3;208,50;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Suécia
10978;MAISD;9;21/03/2018;18/04/2018;13/04/2038;18/04/2018;2;32,82;Maison Dewey;Rue Joseph-Bens 532;Bruxelles;;B-1180;Bélgica
10979;ERNSH;8;21/03/2018;18/04/2018;13/04/2038;26/03/2018;2;353,07;Ernst Handel;Kirchgasse 6;Graz;;8010;Áustria
10980;FOLKO;4;22/03/2018;03/05/2018;28/04/2038;12/04/2018;1;1,26;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Suécia
10981;HANAR;1;22/03/2018;19/04/2018;14/04/2038;28/03/2018;2;193,37;Hanari Carnes;Rua do Paço, 67;Rio de Janeiro;RJ;05454-876;Brasil
10982;BOTTM;2;22/03/2018;19/04/2018;14/04/2038;03/04/2018;1;14,01;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canadá
10983;SAVEA;2;22/03/2018;19/04/2018;14/04/2038;01/04/2018;2;657,54;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;EUA
10984;SAVEA;1;25/03/2018;22/04/2018;17/04/2038;29/03/2018;3;211,22;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;EUA
10985;HUNGO;2;25/03/2018;22/04/2018;17/04/2038;28/03/2018;1;91,51;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Irlanda
10986;OCEAN;8;25/03/2018;22/04/2018;17/04/2038;16/04/2018;2;217,86;Océano Atlántico Ltda.;"Ing. Gustavo Moncada 8585
Piso 20-A";Buenos Aires;;1010;Argentina
10987;EASTC;8;26/03/2018;23/04/2018;18/04/2038;01/04/2018;1;185,48;Eastern Connection;35 King George;London;;WX3 6FW;Reino Unido
10988;RATTC;3;26/03/2018;23/04/2018;18/04/2038;05/04/2018;2;61,14;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;EUA
10989;QUEDE;2;26/03/2018;23/04/2018;18/04/2038;28/03/2018;1;34,76;Que Delícia;Rua da Panificadora, 12;Rio de Janeiro;RJ;02389-673;Brasil
10990;ERNSH;2;27/03/2018;08/05/2018;03/05/2038;02/04/2018;3;117,61;Ernst Handel;Kirchgasse 6;Graz;;8010;Áustria
10991;QUICK;1;27/03/2018;24/04/2018;19/04/2038;02/04/2018;1;38,51;QUICK-Stop;Taucherstraße 10;Cunewalde;;01307;Alemanha
10992;THEBI;1;27/03/2018;24/04/2018;19/04/2038;29/03/2018;3;4,27;The Big Cheese;"89 Jefferson Way
Suite 2";Portland;OR;97201;EUA
10993;FOLKO;7;27/03/2018;24/04/2018;19/04/2038;05/04/2018;3;8,81;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Suécia
10994;VAFFE;2;28/03/2018;11/04/2018;06/04/2038;04/04/2018;3;65,53;Vaffeljernet;Smagsløget 45;Århus;;8200;Dinamarca
10995;PERIC;1;28/03/2018;25/04/2018;20/04/2038;01/04/2018;3;46,00;Pericles Comidas clásicas;Calle Dr. Jorge Cash 321;México D.F.;;05033;México
10996;QUICK;4;28/03/2018;25/04/2018;20/04/2038;05/04/2018;2;1,12;QUICK-Stop;Taucherstraße 10;Cunewalde;;01307;Alemanha
10997;LILAS;8;29/03/2018;10/05/2018;05/05/2038;08/04/2018;2;73,91;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
10998;WOLZA;8;29/03/2018;12/04/2018;07/04/2038;12/04/2018;2;20,31;Wolski Zajazd;ul. Filtrowa 68;Warszawa;;01-012;Polônia
10999;OTTIK;6;29/03/2018;26/04/2018;21/04/2038;05/04/2018;2;96,35;Ottilies Käseladen;Mehrheimerstr. 369;Köln;;50739;Alemanha
11000;RATTC;2;01/04/2018;29/04/2018;24/04/2038;09/04/2018;3;55,12;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;EUA
11001;FOLKO;2;01/04/2018;29/04/2018;24/04/2038;09/04/2018;2;197,30;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Suécia
11002;SAVEA;4;01/04/2018;29/04/2018;24/04/2038;11/04/2018;1;141,16;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;EUA
11003;THECR;3;01/04/2018;29/04/2018;24/04/2038;03/04/2018;3;14,91;The Cracker Box;55 Grizzly Peak Rd.;Butte;MT;59801;EUA
11004;MAISD;3;02/04/2018;30/04/2018;25/04/2038;15/04/2018;1;44,84;Maison Dewey;Rue Joseph-Bens 532;Bruxelles;;B-1180;Bélgica
11005;WILMK;2;02/04/2018;30/04/2018;25/04/2038;05/04/2018;1;0,75;Wilman Kala;Keskuskatu 45;Helsinki;;21240;Finlândia
11006;GREAL;3;02/04/2018;30/04/2018;25/04/2038;10/04/2018;2;25,19;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;EUA
11007;PRINI;8;03/04/2018;01/05/2018;26/04/2038;08/04/2018;2;202,24;Princesa Isabel Vinhos;Estrada da saúde n. 58;Lisboa;;1756;Portugal
11008;ERNSH;7;03/04/2018;01/05/2018;26/04/2038;7300;3;79,46;Ernst Handel;Kirchgasse 6;Graz;;8010;Áustria
11009;GODOS;2;03/04/2018;01/05/2018;26/04/2038;05/04/2018;1;59,11;Godos Cocina Típica;C/ Romero, 33;Sevilla;;41101;Espanha
11010;REGGC;2;04/04/2018;02/05/2018;27/04/2038;16/04/2018;2;28,71;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Itália
11011;ALFKI;3;04/04/2018;02/05/2018;27/04/2038;08/04/2018;1;1,21;Alfreds Futterkiste;Obere Str. 57;Berlin;;12209;Alemanha
11012;FRANK;1;04/04/2018;18/04/2018;13/04/2038;12/04/2018;3;242,95;Frankenversand;Berliner Platz 43;München;;80805;Alemanha
11013;ROMEY;2;04/04/2018;02/05/2018;27/04/2038;05/04/2018;1;32,99;Romero y tomillo;Gran Vía, 1;Madrid;;28001;Espanha
11014;LINOD;2;05/04/2018;03/05/2018;28/04/2038;10/04/2018;3;23,60;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
11015;SANTG;2;05/04/2018;19/04/2018;14/04/2038;15/04/2018;2;4,62;Santé Gourmet;Erling Skakkes gate 78;Stavern;;4110;Noruega
11016;AROUT;9;05/04/2018;03/05/2018;28/04/2038;08/04/2018;2;33,80;Around the Horn;"Brook Farm
Stratford St. Mary";Colchester;Essex;CO7 6JX;Reino Unido
11017;ERNSH;9;08/04/2018;06/05/2018;01/05/2038;15/04/2018;2;754,26;Ernst Handel;Kirchgasse 6;Graz;;8010;Áustria
11018;LONEP;4;08/04/2018;06/05/2018;01/05/2038;11/04/2018;2;11,65;Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;EUA
11019;RANCH;6;08/04/2018;06/05/2018;01/05/2038;7300;3;3,17;Rancho grande;Av. del Libertador 900;Buenos Aires;;1010;Argentina
11020;OTTIK;2;09/04/2018;07/05/2018;02/05/2038;11/04/2018;2;43,30;Ottilies Käseladen;Mehrheimerstr. 369;Köln;;50739;Alemanha
11021;QUICK;3;09/04/2018;07/05/2018;02/05/2038;16/04/2018;1;297,18;QUICK-Stop;Taucherstraße 10;Cunewalde;;01307;Alemanha
11022;HANAR;9;09/04/2018;07/05/2018;02/05/2038;29/04/2018;2;6,27;Hanari Carnes;Rua do Paço, 67;Rio de Janeiro;RJ;05454-876;Brasil
11023;BSBEV;1;09/04/2018;23/04/2018;18/04/2038;19/04/2018;2;123,83;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;Reino Unido
11024;EASTC;4;10/04/2018;08/05/2018;03/05/2038;15/04/2018;1;74,36;Eastern Connection;35 King George;London;;WX3 6FW;Reino Unido
11025;WARTH;6;10/04/2018;08/05/2018;03/05/2038;19/04/2018;3;29,17;Wartian Herkku;Torikatu 38;Oulu;;90110;Finlândia
11026;FRANS;4;10/04/2018;08/05/2018;03/05/2038;23/04/2018;1;47,09;Franchi S.p.A.;Via Monte Bianco 34;Torino;;10100;Itália
11027;BOTTM;1;11/04/2018;09/05/2018;04/05/2038;15/04/2018;1;52,52;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canadá
11028;KOENE;2;11/04/2018;09/05/2018;04/05/2038;17/04/2018;1;29,59;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Alemanha
11029;CHOPS;4;11/04/2018;09/05/2018;04/05/2038;22/04/2018;1;47,84;Chop-suey Chinese;Hauptstr. 31;Bern;;3012;Suíça
11030;SAVEA;7;12/04/2018;10/05/2018;05/05/2038;22/04/2018;2;830,75;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;EUA
11031;SAVEA;6;12/04/2018;10/05/2018;05/05/2038;19/04/2018;2;227,22;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;EUA
11032;WHITC;2;12/04/2018;10/05/2018;05/05/2038;18/04/2018;3;606,19;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;EUA
11033;RICSU;7;12/04/2018;10/05/2018;05/05/2038;18/04/2018;3;84,74;Richter Supermarkt;Starenweg 5;Genève;;1204;Suíça
11034;OLDWO;8;15/04/2018;27/05/2018;22/05/2038;22/04/2018;1;40,32;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;EUA
11035;SUPRD;2;15/04/2018;13/05/2018;08/05/2038;19/04/2018;2;0,17;Suprêmes délices;Boulevard Tirou, 255;Charleroi;;B-6000;Bélgica
11036;DRACD;8;15/04/2018;13/05/2018;08/05/2038;17/04/2018;3;149,47;Drachenblut Delikatessen;Walserweg 21;Aachen;;52066;Alemanha
11037;GODOS;7;16/04/2018;14/05/2018;09/05/2038;22/04/2018;1;3,20;Godos Cocina Típica;C/ Romero, 33;Sevilla;;41101;Espanha
11038;SUPRD;1;16/04/2018;14/05/2018;09/05/2038;25/04/2018;2;29,59;Suprêmes délices;Boulevard Tirou, 255;Charleroi;;B-6000;Bélgica
11039;LINOD;1;16/04/2018;14/05/2018;09/05/2038;7300;2;65,00;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
11040;GREAL;4;17/04/2018;15/05/2018;10/05/2038;7300;3;18,84;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;EUA
11041;CHOPS;3;17/04/2018;15/05/2018;10/05/2038;23/04/2018;2;48,22;Chop-suey Chinese;Hauptstr. 31;Bern;;3012;Suíça
11042;COMMI;2;17/04/2018;01/05/2018;26/04/2038;26/04/2018;1;29,99;Comércio Mineiro;Av. dos Lusíadas, 23;São Paulo;SP;05432-043;Brasil
11043;SPECD;5;17/04/2018;15/05/2018;10/05/2038;24/04/2018;2;8,80;Spécialités du monde;25, rue Lauriston;Paris;;75016;França
11044;WOLZA;4;18/04/2018;16/05/2018;11/05/2038;26/04/2018;1;8,72;Wolski Zajazd;ul. Filtrowa 68;Warszawa;;01-012;Polônia
11045;BOTTM;6;18/04/2018;16/05/2018;11/05/2038;7300;2;70,58;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canadá
11046;WANDK;8;18/04/2018;16/05/2018;11/05/2038;19/04/2018;2;71,64;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Alemanha
11047;EASTC;7;19/04/2018;17/05/2018;12/05/2038;26/04/2018;3;46,62;Eastern Connection;35 King George;London;;WX3 6FW;Reino Unido
11048;BOTTM;7;19/04/2018;17/05/2018;12/05/2038;25/04/2018;3;24,12;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canadá
11049;GOURL;3;19/04/2018;17/05/2018;12/05/2038;29/04/2018;1;8,34;Gourmet Lanchonetes;Av. Brasil, 442;Campinas;SP;04876-786;Brasil
11050;FOLKO;8;22/04/2018;20/05/2018;15/05/2038;30/04/2018;2;59,41;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Suécia
11051;LAMAI;7;22/04/2018;20/05/2018;15/05/2038;7300;3;2,79;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;França
11052;HANAR;3;22/04/2018;20/05/2018;15/05/2038;26/04/2018;1;67,26;Hanari Carnes;Rua do Paço, 67;Rio de Janeiro;RJ;05454-876;Brasil
11053;PICCO;2;22/04/2018;20/05/2018;15/05/2038;24/04/2018;2;53,05;Piccolo und mehr;Geislweg 14;Salzburg;;5020;Áustria
11054;CACTU;8;23/04/2018;21/05/2018;16/05/2038;7300;1;0,33;Cactus Comidas para llevar;Cerrito 333;Buenos Aires;;1010;Argentina
11055;HILAA;7;23/04/2018;21/05/2018;16/05/2038;30/04/2018;2;120,92;HILARIÓN-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
11056;EASTC;8;23/04/2018;07/05/2018;02/05/2038;26/04/2018;2;278,96;Eastern Connection;35 King George;London;;WX3 6FW;Reino Unido
11057;NORTS;3;24/04/2018;22/05/2018;17/05/2038;26/04/2018;3;4,13;North/South;"South House
300 Queensbridge";London;;SW7 1RZ;Reino Unido
11058;BLAUS;9;24/04/2018;22/05/2018;17/05/2038;7300;3;31,14;Blauer See Delikatessen;Forsterstr. 57;Mannheim;;68306;Alemanha
11059;RICAR;2;24/04/2018;05/06/2018;31/05/2038;7300;2;85,80;Ricardo Adocicados;Av. Copacabana, 267;Rio de Janeiro;RJ;02389-890;Brasil
11060;FRANS;2;25/04/2018;23/05/2018;18/05/2038;29/04/2018;2;10,98;Franchi S.p.A.;Via Monte Bianco 34;Torino;;10100;Itália
11061;GREAL;4;25/04/2018;06/06/2018;01/06/2038;7300;3;14,01;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;EUA
11062;REGGC;4;25/04/2018;23/05/2018;18/05/2038;7300;2;29,93;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Itália
11063;HUNGO;3;25/04/2018;23/05/2018;18/05/2038;01/05/2018;2;81,73;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Irlanda
11064;SAVEA;1;26/04/2018;24/05/2018;19/05/2038;29/04/2018;1;30,09;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;EUA
11065;LILAS;8;26/04/2018;24/05/2018;19/05/2038;7300;1;12,91;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
11066;WHITC;7;26/04/2018;24/05/2018;19/05/2038;29/04/2018;2;44,72;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;EUA
11067;DRACD;1;29/04/2018;13/05/2018;08/05/2038;01/05/2018;2;7,98;Drachenblut Delikatessen;Walserweg 21;Aachen;;52066;Alemanha
11068;QUEEN;8;29/04/2018;27/05/2018;22/05/2038;7300;2;81,75;Queen Cozinha;Alameda dos Canàrios, 891;São Paulo;SP;05487-020;Brasil
11069;TORTU;1;29/04/2018;27/05/2018;22/05/2038;01/05/2018;2;15,67;Tortuga Restaurante;Avda. Azteca 123;México D.F.;;05033;México
11070;LEHMS;2;30/04/2018;28/05/2018;23/05/2038;7300;1;136,00;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Alemanha
11071;LILAS;1;30/04/2018;28/05/2018;23/05/2038;7300;1;0,93;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
11072;ERNSH;4;30/04/2018;28/05/2018;23/05/2038;7300;2;258,64;Ernst Handel;Kirchgasse 6;Graz;;8010;Áustria
11073;PERIC;2;30/04/2018;28/05/2018;23/05/2038;7300;2;24,95;Pericles Comidas clásicas;Calle Dr. Jorge Cash 321;México D.F.;;05033;México
11074;SIMOB;7;01/05/2018;29/05/2018;24/05/2038;7300;2;18,44;Simons bistro;Vinbæltet 34;København;;1734;Dinamarca
